model_key,method,doc_id,prediction,correct
qwen05,gptq,777,6400,0
qwen05,gptq,778,40,0
qwen05,gptq,780,0,0
qwen05,gptq,782,15,0
qwen05,gptq,786,142,1
qwen05,gptq,787,15,0
qwen05,gptq,791,134,0
qwen05,gptq,793,240,0
qwen05,gptq,795,30,0
qwen05,gptq,796,1120000,0
qwen05,gptq,798,15,0
qwen05,gptq,799,4,1
qwen05,gptq,800,302,0
qwen05,gptq,803,1,0
qwen05,gptq,808,4,0
qwen05,gptq,809,250,0
qwen05,gptq,814,2,0
qwen05,gptq,816,4500,1
qwen05,gptq,817,5,0
qwen05,gptq,818,24,0
qwen05,gptq,819,43750,0
qwen05,gptq,821,105,0
qwen05,gptq,826,23,0
qwen05,gptq,827,4,0
qwen05,gptq,831,429,0
qwen05,gptq,835,54,0
qwen05,gptq,836,160,0
qwen05,gptq,837,50,0
qwen05,gptq,840,16,1
qwen05,gptq,851,660,0
qwen05,gptq,854,121,0
qwen05,gptq,859,20,0
qwen05,gptq,865,15,0
qwen05,gptq,866,62,0
qwen05,gptq,867,7,1
qwen05,gptq,869,500,1
qwen05,gptq,871,64,0
qwen05,gptq,875,20,0
qwen05,gptq,879,750,0
qwen05,gptq,880,50,0
qwen05,gptq,882,46,0
qwen05,gptq,885,500,1
qwen05,gptq,886,2,0
qwen05,gptq,887,34,1
qwen05,gptq,889,15,1
qwen05,gptq,895,84,0
qwen05,gptq,897,2,0
qwen05,gptq,898,110,1
qwen05,gptq,906,3,0
qwen05,gptq,907,16,1
qwen05,gptq,911,64,1
qwen05,gptq,912,22.5,0
qwen05,gptq,917,12,1
qwen05,gptq,920,16,0
qwen05,gptq,924,4,0
qwen05,gptq,925,5000,0
qwen05,gptq,928,39,0
qwen05,gptq,929,60,1
qwen05,gptq,932,16,0
qwen05,gptq,936,12,0
qwen05,gptq,940,40,0
qwen05,gptq,942,135,0
qwen05,gptq,947,17,0
qwen05,gptq,948,22.2,0
qwen05,gptq,949,17,0
qwen05,gptq,950,35,0
qwen05,gptq,952,240,0
qwen05,gptq,953,158,0
qwen05,gptq,958,68,0
qwen05,gptq,959,22,0
qwen05,gptq,965,5,0
qwen05,gptq,966,2,0
qwen05,gptq,967,44,0
qwen05,gptq,973,45,0
qwen05,gptq,980,500,0
qwen05,gptq,981,36,0
qwen05,gptq,984,5858,0
qwen05,gptq,989,60,0
qwen05,gptq,994,2,1
qwen05,gptq,995,58,0
qwen05,gptq,996,8,0
qwen05,gptq,997,2250,0
qwen05,gptq,999,6,0
qwen05,gptq,1000,9,0
qwen05,gptq,1002,12,0
qwen05,gptq,1005,128,0
qwen05,gptq,1007,34,1
qwen05,gptq,1008,230,1
qwen05,gptq,1011,7375,0
qwen05,gptq,1014,18,0
qwen05,gptq,1020,40,0
qwen05,gptq,1022,32,0
qwen05,gptq,1024,240,0
qwen05,gptq,1027,8,0
qwen05,gptq,1034,25,0
qwen05,gptq,1041,200,0
qwen05,gptq,1042,27.5,0
qwen05,gptq,1044,-45,0
qwen05,gptq,1048,11792,0
qwen05,gptq,1050,975,0
qwen05,gptq,1057,8,0
qwen05,gptq,1058,175,0
qwen05,gptq,1062,1000,0
qwen05,gptq,1065,95,1
qwen05,gptq,1066,120,0
qwen05,gptq,1067,3530,0
qwen05,gptq,1068,25,0
qwen05,gptq,1069,700,0
qwen05,gptq,1070,6,0
qwen05,gptq,1072,60,0
qwen05,gptq,1078,8,1
qwen05,gptq,1083,22,0
qwen05,gptq,1085,2,0
qwen05,gptq,1089,3,0
qwen05,gptq,1090,74,0
qwen05,gptq,1092,67.5,0
qwen05,gptq,1094,17,0
qwen05,gptq,1097,760,0
qwen05,gptq,1098,30,1
qwen05,gptq,1099,160,0
qwen05,gptq,1101,12,0
qwen05,gptq,1104,24,1
qwen05,gptq,1105,640,0
qwen05,gptq,1108,46,0
qwen05,gptq,1109,6,0
qwen05,gptq,1110,30,0
qwen05,gptq,1112,1,0
qwen05,gptq,1113,9,0
qwen05,gptq,1117,2601,0
qwen05,gptq,1119,16,0
qwen05,gptq,1121,140,0
qwen05,gptq,1122,0,0
qwen05,gptq,1123,82.5,0
qwen05,gptq,1124,3,0
qwen05,gptq,1125,3,0
qwen05,gptq,1126,2,0
qwen05,gptq,1127,1020,0
qwen05,gptq,1130,0.304,0
qwen05,gptq,1131,1.2,0
qwen05,gptq,1136,38,0
qwen05,gptq,1137,29,0
qwen05,gptq,1142,41,0
qwen05,gptq,1143,300,1
qwen05,gptq,1149,8940,0
qwen05,gptq,1152,12,1
qwen05,gptq,1155,13,1
qwen05,gptq,1157,6,0
qwen05,gptq,1167,120,1
qwen05,gptq,1169,1,0
qwen05,gptq,1170,4,0
qwen05,gptq,1174,24,0
qwen05,gptq,1177,5,0
qwen05,gptq,1179,0.35,0
qwen05,gptq,1190,38,0
qwen05,gptq,1192,118,0
qwen05,gptq,1193,0.50,0
qwen05,gptq,1195,00,0
qwen05,gptq,1196,35,0
qwen05,gptq,1199,21,0
qwen05,gptq,1202,4,0
qwen05,gptq,1203,280,0
qwen05,gptq,1204,252,0
qwen05,gptq,1210,20,0
qwen05,gptq,1219,100,1
qwen05,gptq,1220,10,0
qwen05,gptq,1221,13,0
qwen05,gptq,1224,3,0
qwen05,gptq,1225,10,0
qwen05,gptq,1229,70,0
qwen05,gptq,1232,15,1
qwen05,gptq,1233,81,1
qwen05,gptq,1234,12,1
qwen05,gptq,1235,1.1,0
qwen05,gptq,1238,10,0
qwen05,gptq,1240,180,0
qwen05,gptq,1241,40,0
qwen05,gptq,1245,56,0
qwen05,gptq,1255,16,0
qwen05,gptq,1256,5,0
qwen05,gptq,1257,784,0
qwen05,gptq,1259,7900,0
qwen05,gptq,1261,29,0
qwen05,gptq,1263,490,0
qwen05,gptq,1266,24,0
qwen05,gptq,1267,80,0
qwen05,gptq,1273,52,0
qwen05,gptq,1274,10,0
qwen05,gptq,1277,80,0
qwen05,gptq,1278,732,0
qwen05,gptq,1281,7700,0
qwen05,gptq,1282,12,1
qwen05,gptq,1284,6,0
qwen05,gptq,1290,270,0
qwen05,gptq,1292,81,0
qwen05,gptq,1293,20000,0
qwen05,gptq,1300,1768,0
qwen05,gptq,1301,14,0
qwen05,gptq,1305,0,0
qwen05,gptq,1308,30,1
qwen05,gptq,1309,1910,0
qwen05,gptq,1311,154,0
qwen05,gptq,1312,64,0
qwen05,gptq,1316,470,0
qwen05,sg,0,50,0
qwen05,sg,4,80,0
qwen05,sg,6,980,0
qwen05,sg,11,526,0
qwen05,sg,14,55,0
qwen05,sg,15,221,0
qwen05,sg,16,300,0
qwen05,sg,20,4,0
qwen05,sg,21,19,0
qwen05,sg,22,8,0
qwen05,sg,24,28,0
qwen05,sg,25,2,1
qwen05,sg,31,10,0
qwen05,sg,32,35,1
qwen05,sg,34,19,0
qwen05,sg,35,5,0
qwen05,sg,37,125,0
qwen05,sg,38,15,0
qwen05,sg,42,26,1
qwen05,sg,43,0.9,0
qwen05,sg,45,44,0
qwen05,sg,47,500,0
qwen05,sg,48,6,0
qwen05,sg,50,280,0
qwen05,sg,52,420,0
qwen05,sg,54,21,0
qwen05,sg,59,187,1
qwen05,sg,60,24,0
qwen05,sg,62,10500,0
qwen05,sg,64,300,1
qwen05,sg,65,14,0
qwen05,sg,67,150,0
qwen05,sg,68,36,1
qwen05,sg,72,221,1
qwen05,sg,73,266.67,0
qwen05,sg,74,86,0
qwen05,sg,75,30,0
qwen05,sg,78,13.50,0
qwen05,sg,82,637,0
qwen05,sg,86,22,1
qwen05,sg,87,88,0
qwen05,sg,88,8800,0
qwen05,sg,89,72,0
qwen05,sg,91,28,1
qwen05,sg,96,3,1
qwen05,sg,100,157.25,0
qwen05,sg,102,11,0
qwen05,sg,105,20,1
qwen05,sg,106,395,0
qwen05,sg,107,2,0
qwen05,sg,111,1,0
qwen05,sg,117,360,1
qwen05,sg,118,160,0
qwen05,sg,119,180000,0
qwen05,sg,125,-4,0
qwen05,sg,126,82,1
qwen05,sg,129,5000,0
qwen05,sg,130,10,0
qwen05,sg,139,34,0
qwen05,sg,142,140,1
qwen05,sg,143,17.6,0
qwen05,sg,152,-60,0
qwen05,sg,154,112,0
qwen05,sg,157,375,0
qwen05,sg,158,34,1
qwen05,sg,160,8,0
qwen05,sg,162,20,0
qwen05,sg,163,14,0
qwen05,sg,164,7530,0
qwen05,sg,165,79,0
qwen05,sg,168,8,0
qwen05,sg,169,210,0
qwen05,sg,170,150,1
qwen05,sg,172,57,0
qwen05,sg,173,158400,0
qwen05,sg,174,400,0
qwen05,sg,175,14,0
qwen05,sg,178,122,1
qwen05,sg,179,130,1
qwen05,sg,180,20,1
qwen05,sg,183,220,0
qwen05,sg,184,83.33,0
qwen05,sg,188,6,0
qwen05,sg,189,60,0
qwen05,sg,193,18,0
qwen05,sg,194,10,1
qwen05,sg,197,1445,0
qwen05,sg,198,240,0
qwen05,sg,201,50,0
qwen05,sg,202,1000,0
qwen05,sg,203,21,0
qwen05,sg,204,66,0
qwen05,sg,217,15,1
qwen05,sg,219,125.5,0
qwen05,sg,221,90,1
qwen05,sg,228,300,0
qwen05,sg,229,11,0
qwen05,sg,231,50,1
qwen05,sg,238,51,0
qwen05,sg,242,5184,0
qwen05,sg,243,750,0
qwen05,sg,244,58,0
qwen05,sg,246,-216,0
qwen05,sg,249,8,0
qwen05,sg,251,70,1
qwen05,sg,252,78,0
qwen05,sg,255,24,0
qwen05,sg,258,6,1
qwen05,sg,259,62,0
qwen05,sg,260,15,0
qwen05,sg,267,20,0
qwen05,sg,272,4.90,0
qwen05,sg,279,54,0
qwen05,sg,281,26,0
qwen05,sg,285,21,1
qwen05,sg,288,3,1
qwen05,sg,290,490,0
qwen05,sg,292,45,0
qwen05,sg,298,1100,0
qwen05,sg,302,15,1
qwen05,sg,303,45,0
qwen05,sg,304,800,0
qwen05,sg,305,60,0
qwen05,sg,306,10,1
qwen05,sg,313,304006,0
qwen05,sg,318,41,0
qwen05,sg,319,15,1
qwen05,sg,320,7,0
qwen05,sg,322,41,0
qwen05,sg,328,100,0
qwen05,sg,331,0,0
qwen05,sg,333,250,0
qwen05,sg,335,310,1
qwen05,sg,337,1,1
qwen05,sg,339,90,0
qwen05,sg,340,2,0
qwen05,sg,341,180,0
qwen05,sg,342,111,0
qwen05,sg,343,30000,0
qwen05,sg,347,18,0
qwen05,sg,351,90,0
qwen05,sg,355,34,1
qwen05,sg,357,18,0
qwen05,sg,358,120,0
qwen05,sg,364,49,1
qwen05,sg,367,-34,0
qwen05,sg,368,24,0
qwen05,sg,370,720,0
qwen05,sg,372,5,1
qwen05,sg,373,240000,1
qwen05,sg,379,63,0
qwen05,sg,383,4,0
qwen05,sg,384,104,0
qwen05,sg,385,26,0
qwen05,sg,387,36,1
qwen05,sg,388,88,1
qwen05,sg,389,274,0
qwen05,sg,396,5,0
qwen05,sg,402,4,1
qwen05,sg,403,2700,0
qwen05,sg,406,180,0
qwen05,sg,407,4000,0
qwen05,sg,412,5,1
qwen05,sg,417,2780,0
qwen05,sg,419,4000,0
qwen05,sg,420,17000,1
qwen05,sg,421,12,1
qwen05,sg,426,11,1
qwen05,sg,429,7,0
qwen05,sg,430,69.12,0
qwen05,sg,432,10,0
qwen05,sg,438,2,1
qwen05,sg,439,28,0
qwen05,sg,441,60,0
qwen05,sg,443,13,0
qwen05,sg,446,11,0
qwen05,sg,447,5,1
qwen05,sg,448,589,0
qwen05,sg,452,46.67,0
qwen05,sg,453,0,0
qwen05,sg,455,2160,0
qwen05,sg,458,40,0
qwen05,sg,459,0.8,0
qwen05,sg,468,200,0
qwen05,sg,469,4,1
qwen05,sg,471,80,1
qwen05,sg,474,125,0
qwen05,sg,475,15,0
qwen05,sg,482,26,1
qwen05,sg,483,40,1
qwen05,sg,484,240,1
qwen05,sg,494,180,0
qwen05,sg,496,42,0
qwen05,sg,497,336,0
qwen05,sg,498,40,1
qwen05,sg,499,235,0
qwen05,sg,502,26,1
qwen05,sg,504,3.5,0
qwen05,sg,506,72,0
qwen05,sg,507,2,1
qwen05,sg,508,100,0
qwen05,sg,509,64,0
qwen05,sg,513,300,1
qwen05,sg,521,39,1
qwen05,sg,527,50,0
qwen05,sg,530,44,0
qwen05,sg,534,300,1
qwen05,sg,535,4,0
qwen05,sg,536,8,1
qwen05,sg,537,198,0
qwen05,sg,538,10,0
qwen05,sg,539,70,0
qwen05,sg,542,-7,0
qwen05,sg,544,80,1
qwen05,sg,546,81,0
qwen05,sg,549,98,0
qwen05,sg,550,2,0
qwen05,sg,551,17,1
qwen05,sg,553,92,1
qwen05,sg,555,1,0
qwen05,sg,560,90,0
qwen05,sg,568,245,0
qwen05,sg,574,1,0
qwen05,sg,575,36,1
qwen05,sg,579,7,1
qwen05,sg,583,96,0
qwen05,sg,587,45,0
qwen05,sg,590,418,0
qwen05,sg,592,29,0
qwen05,sg,595,18,0
qwen05,sg,599,58,0
qwen05,sg,600,10,1
qwen05,sg,601,90,0
qwen05,sg,602,5,1
qwen05,sg,610,96100,0
qwen05,sg,614,312,1
qwen05,sg,615,23,0
qwen05,sg,616,10,1
qwen05,sg,620,1509,1
qwen05,sg,622,9,0
qwen05,sg,627,42,0
qwen05,sg,629,725,0
qwen05,sg,630,0.0007,0
qwen05,sg,632,45,1
qwen05,sg,644,29,1
qwen05,sg,645,48,1
qwen05,sg,646,79,1
qwen05,sg,648,37,0
qwen05,sg,652,140,0
qwen05,sg,654,24,0
qwen05,sg,657,400000,0
qwen05,sg,658,60000,0
qwen05,sg,662,10,0
qwen05,sg,664,31,0
qwen05,sg,667,67,0
qwen05,sg,668,3,1
qwen05,sg,671,4.5,0
qwen05,sg,675,28,0
qwen05,sg,678,120,1
qwen05,sg,683,30,0
qwen05,sg,684,11,1
qwen05,sg,686,80,1
qwen05,sg,687,30,0
qwen05,sg,688,103,0
qwen05,sg,689,58,0
qwen05,sg,693,54,0
qwen05,sg,695,5,1
qwen05,sg,697,3,0
qwen05,sg,700,135,1
qwen05,sg,703,32,0
qwen05,sg,704,1,0
qwen05,sg,707,20,0
qwen05,sg,710,3.7,0
qwen05,sg,712,14,1
qwen05,sg,713,840,0
qwen05,sg,716,320,0
qwen05,sg,717,0.25,0
qwen05,sg,720,4,1
qwen05,sg,724,85,0
qwen05,sg,725,9,0
qwen05,sg,727,18,0
qwen05,sg,739,2.5,0
qwen05,sg,740,10,0
qwen05,sg,743,2,0
qwen05,sg,744,7,0
qwen05,sg,748,168,0
qwen05,sg,749,1,0
qwen05,sg,750,640,0
qwen05,sg,756,16,0
qwen05,sg,758,133,1
qwen05,sg,760,16,1
qwen05,sg,768,750,0
qwen05,sg,769,30,0
qwen05,sg,770,3,0
qwen05,sg,771,20,0
qwen05,sg,773,35,0
qwen05,sg,774,43,0
qwen05,sg,777,20080,0
qwen05,sg,778,40,0
qwen05,sg,780,8,0
qwen05,sg,782,38,0
qwen05,sg,786,142,1
qwen05,sg,787,5,0
qwen05,sg,791,125,0
qwen05,sg,793,2190,0
qwen05,sg,795,20,1
qwen05,sg,796,240000,0
qwen05,sg,798,30,0
qwen05,sg,799,4,1
qwen05,sg,800,428,1
qwen05,sg,803,2,0
qwen05,sg,808,1.18,0
qwen05,sg,809,150,0
qwen05,sg,814,4,0
qwen05,sg,816,4500,1
qwen05,sg,817,5,0
qwen05,sg,818,0.20,0
qwen05,sg,819,625,0
qwen05,sg,821,35,1
qwen05,sg,826,22,0
qwen05,sg,827,9,0
qwen05,sg,831,15,0
qwen05,sg,835,108,0
qwen05,sg,836,140,1
qwen05,sg,837,60,0
qwen05,sg,840,6,0
qwen05,sg,851,110,1
qwen05,sg,854,120,0
qwen05,sg,859,1520,1
qwen05,sg,865,43,0
qwen05,sg,866,25,0
qwen05,sg,867,7,1
qwen05,sg,869,-7500,0
qwen05,sg,871,14,0
qwen05,sg,875,60,1
qwen05,sg,879,275,0
qwen05,sg,880,10,1
qwen05,sg,882,19,0
qwen05,sg,885,500,1
qwen05,sg,886,20,1
qwen05,sg,887,34,1
qwen05,sg,889,15,1
qwen05,sg,895,84,0
qwen05,sg,897,6,0
qwen05,sg,898,110,1
qwen05,sg,906,6,0
qwen05,sg,907,16,1
qwen05,sg,911,8,0
qwen05,sg,912,4,0
qwen05,sg,917,12,1
qwen05,sg,920,41,0
qwen05,sg,924,6,0
qwen05,sg,925,150000,0
qwen05,sg,928,2,0
qwen05,sg,929,60,1
qwen05,sg,932,31,0
qwen05,sg,936,82000,0
qwen05,sg,940,280,1
qwen05,sg,942,82,0
qwen05,sg,947,13,1
qwen05,sg,948,15,1
qwen05,sg,949,31,0
qwen05,sg,950,0,0
qwen05,sg,952,65552000,0
qwen05,sg,953,150,0
qwen05,sg,958,-20,0
qwen05,sg,959,8,0
qwen05,sg,965,324,0
qwen05,sg,966,36,0
qwen05,sg,967,30,1
qwen05,sg,973,64,0
qwen05,sg,980,130,0
qwen05,sg,981,6,0
qwen05,sg,984,63912,0
qwen05,sg,989,-492,0
qwen05,sg,994,1.33,0
qwen05,sg,995,108,0
qwen05,sg,996,12,0
qwen05,sg,997,10050,0
qwen05,sg,999,1,0
qwen05,sg,1000,109,0
qwen05,sg,1002,1.28,0
qwen05,sg,1005,113,0
qwen05,sg,1007,34,1
qwen05,sg,1008,230,1
qwen05,sg,1011,5000,0
qwen05,sg,1014,0.3333,0
qwen05,sg,1020,40,0
qwen05,sg,1022,45,0
qwen05,sg,1024,360,0
qwen05,sg,1027,48,0
qwen05,sg,1034,66,1
qwen05,sg,1041,101,1
qwen05,sg,1042,37,0
qwen05,sg,1044,4,0
qwen05,sg,1048,16400,0
qwen05,sg,1050,755,0
qwen05,sg,1057,16,0
qwen05,sg,1058,250,1
qwen05,sg,1062,21800,0
qwen05,sg,1065,780,0
qwen05,sg,1066,-6,0
qwen05,sg,1067,14000,0
qwen05,sg,1068,-18,0
qwen05,sg,1069,425,0
qwen05,sg,1070,24,0
qwen05,sg,1072,25,0
qwen05,sg,1078,8,1
qwen05,sg,1083,6.7,0
qwen05,sg,1085,26,1
qwen05,sg,1089,16,0
qwen05,sg,1090,6,0
qwen05,sg,1092,300,0
qwen05,sg,1094,25,1
qwen05,sg,1097,730,0
qwen05,sg,1098,30,1
qwen05,sg,1099,20,0
qwen05,sg,1101,16,1
qwen05,sg,1104,6,0
qwen05,sg,1105,3,0
qwen05,sg,1108,38,1
qwen05,sg,1109,1,0
qwen05,sg,1110,491,0
qwen05,sg,1112,4,0
qwen05,sg,1113,17,0
qwen05,sg,1117,0.59,0
qwen05,sg,1119,18,1
qwen05,sg,1121,35,1
qwen05,sg,1122,6,0
qwen05,sg,1123,22.5,0
qwen05,sg,1124,20,0
qwen05,sg,1125,3,0
qwen05,sg,1126,10,0
qwen05,sg,1127,1000,0
qwen05,sg,1130,800,0
qwen05,sg,1131,1536,0
qwen05,sg,1136,74,0
qwen05,sg,1137,7,0
qwen05,sg,1142,17,0
qwen05,sg,1143,300,1
qwen05,sg,1149,3,0
qwen05,sg,1152,12,1
qwen05,sg,1155,13,1
qwen05,sg,1157,5,0
qwen05,sg,1167,120,1
qwen05,sg,1169,3,0
qwen05,sg,1170,4,0
qwen05,sg,1174,50,0
qwen05,sg,1177,113,0
qwen05,sg,1179,11,0
qwen05,sg,1190,422,0
qwen05,sg,1192,280,1
qwen05,sg,1193,17.5,0
qwen05,sg,1195,440,0
qwen05,sg,1196,15,0
qwen05,sg,1199,3,0
qwen05,sg,1202,9,0
qwen05,sg,1203,240,1
qwen05,sg,1204,252,0
qwen05,sg,1210,288,1
qwen05,sg,1219,100,1
qwen05,sg,1220,40,0
qwen05,sg,1221,10,1
qwen05,sg,1224,3,0
qwen05,sg,1225,3,1
qwen05,sg,1229,16,0
qwen05,sg,1232,4,0
qwen05,sg,1233,81,1
qwen05,sg,1234,6.75,0
qwen05,sg,1235,150,0
qwen05,sg,1238,780,0
qwen05,sg,1240,11,0
qwen05,sg,1241,8,1
qwen05,sg,1245,86,0
qwen05,sg,1255,29,0
qwen05,sg,1256,10,0
qwen05,sg,1257,98,0
qwen05,sg,1259,600,0
qwen05,sg,1261,45,0
qwen05,sg,1263,680,0
qwen05,sg,1266,56,0
qwen05,sg,1267,1280,0
qwen05,sg,1273,6,0
qwen05,sg,1274,46,0
qwen05,sg,1277,2,0
qwen05,sg,1278,732,0
qwen05,sg,1281,20,1
qwen05,sg,1282,12,1
qwen05,sg,1284,9,0
qwen05,sg,1290,126,0
qwen05,sg,1292,16,0
qwen05,sg,1293,20000,0
qwen05,sg,1300,168,0
qwen05,sg,1301,1,0
qwen05,sg,1305,1325,0
qwen05,sg,1308,30,1
qwen05,sg,1309,2270,0
qwen05,sg,1311,594,1
qwen05,sg,1312,2,0
qwen05,sg,1316,470,0
qwen15,fp16,0,18,1
qwen15,fp16,4,2,0
qwen15,fp16,6,260,1
qwen15,fp16,11,694,1
qwen15,fp16,14,60,1
qwen15,fp16,15,221,0
qwen15,fp16,16,300,0
qwen15,fp16,20,10.67,0
qwen15,fp16,21,9,0
qwen15,fp16,22,7,1
qwen15,fp16,24,26,1
qwen15,fp16,25,2,1
qwen15,fp16,31,66.67,0
qwen15,fp16,32,35,1
qwen15,fp16,34,23,1
qwen15,fp16,35,9,1
qwen15,fp16,37,165,0
qwen15,fp16,38,60,0
qwen15,fp16,42,26,1
qwen15,fp16,43,-550,0
qwen15,fp16,45,104,1
qwen15,fp16,47,800,1
qwen15,fp16,48,8,1
qwen15,fp16,50,42,0
qwen15,fp16,52,15,1
qwen15,fp16,54,40,1
qwen15,fp16,59,187,1
qwen15,fp16,60,3,0
qwen15,fp16,62,750000,0
qwen15,fp16,64,300,1
qwen15,fp16,65,20,0
qwen15,fp16,67,595,1
qwen15,fp16,68,36,1
qwen15,fp16,72,221,1
qwen15,fp16,73,300,0
qwen15,fp16,74,85.55,0
qwen15,fp16,75,7.5,0
qwen15,fp16,78,6,1
qwen15,fp16,82,627,0
qwen15,fp16,86,22,1
qwen15,fp16,87,900,0
qwen15,fp16,88,8000,1
qwen15,fp16,89,24,1
qwen15,fp16,91,28,1
qwen15,fp16,96,3,1
qwen15,fp16,100,175,1
qwen15,fp16,102,7,0
qwen15,fp16,105,20,1
qwen15,fp16,106,72,1
qwen15,fp16,107,3,1
qwen15,fp16,111,20,0
qwen15,fp16,117,360,1
qwen15,fp16,118,4,1
qwen15,fp16,119,108000,0
qwen15,fp16,125,4,0
qwen15,fp16,126,82,1
qwen15,fp16,129,30000,0
qwen15,fp16,130,30,1
qwen15,fp16,139,68,0
qwen15,fp16,142,140,1
qwen15,fp16,143,13.2,0
qwen15,fp16,152,4,1
qwen15,fp16,154,208,0
qwen15,fp16,157,5300,0
qwen15,fp16,158,34,1
qwen15,fp16,160,16,1
qwen15,fp16,162,92,1
qwen15,fp16,163,84,0
qwen15,fp16,164,-15,0
qwen15,fp16,165,77,1
qwen15,fp16,168,18,1
qwen15,fp16,169,120,1
qwen15,fp16,170,150,1
qwen15,fp16,172,27,0
qwen15,fp16,173,18000,1
qwen15,fp16,174,150,0
qwen15,fp16,175,100,0
qwen15,fp16,178,122,1
qwen15,fp16,179,130,1
qwen15,fp16,180,20,1
qwen15,fp16,183,148,0
qwen15,fp16,184,0,0
qwen15,fp16,188,14,0
qwen15,fp16,189,30.25,0
qwen15,fp16,193,6,0
qwen15,fp16,194,10,1
qwen15,fp16,197,6277,1
qwen15,fp16,198,220,0
qwen15,fp16,201,109200,0
qwen15,fp16,202,100,1
qwen15,fp16,203,31,1
qwen15,fp16,204,98,1
qwen15,fp16,217,15,1
qwen15,fp16,219,27,0
qwen15,fp16,221,270,0
qwen15,fp16,228,1,1
qwen15,fp16,229,21,1
qwen15,fp16,231,50,1
qwen15,fp16,238,68,1
qwen15,fp16,242,10,0
qwen15,fp16,243,355,0
qwen15,fp16,244,20,1
qwen15,fp16,246,27000,1
qwen15,fp16,249,28,0
qwen15,fp16,251,70,1
qwen15,fp16,252,58,0
qwen15,fp16,255,96,0
qwen15,fp16,258,6,1
qwen15,fp16,259,148,0
qwen15,fp16,260,5.5,0
qwen15,fp16,267,71,0
qwen15,fp16,272,5.05,0
qwen15,fp16,279,6,1
qwen15,fp16,281,120,0
qwen15,fp16,285,21,1
qwen15,fp16,288,3,1
qwen15,fp16,290,390,1
qwen15,fp16,292,75,1
qwen15,fp16,298,60,0
qwen15,fp16,302,15,1
qwen15,fp16,303,1300,1
qwen15,fp16,304,2000,0
qwen15,fp16,305,4,1
qwen15,fp16,306,10,1
qwen15,fp16,313,60006,0
qwen15,fp16,318,123,1
qwen15,fp16,319,15,1
qwen15,fp16,320,8,1
qwen15,fp16,322,24,0
qwen15,fp16,328,0.6666666666666666,0
qwen15,fp16,331,27400,0
qwen15,fp16,333,100,1
qwen15,fp16,335,310,1
qwen15,fp16,337,1,1
qwen15,fp16,339,160,1
qwen15,fp16,340,4,1
qwen15,fp16,341,210,0
qwen15,fp16,342,87,1
qwen15,fp16,343,30000,0
qwen15,fp16,347,36,1
qwen15,fp16,351,10,1
qwen15,fp16,355,34,1
qwen15,fp16,357,9,0
qwen15,fp16,358,-375,0
qwen15,fp16,364,49,1
qwen15,fp16,367,22,0
qwen15,fp16,368,10,0
qwen15,fp16,370,320,1
qwen15,fp16,372,7,0
qwen15,fp16,373,0,0
qwen15,fp16,379,21,1
qwen15,fp16,383,18,0
qwen15,fp16,384,32,1
qwen15,fp16,385,29,0
qwen15,fp16,387,36,1
qwen15,fp16,388,88,1
qwen15,fp16,389,-30,0
qwen15,fp16,396,3,1
qwen15,fp16,402,0,0
qwen15,fp16,403,135,0
qwen15,fp16,406,180,0
qwen15,fp16,407,0,0
qwen15,fp16,412,8.57,0
qwen15,fp16,417,3140,1
qwen15,fp16,419,7000,0
qwen15,fp16,420,17000,1
qwen15,fp16,421,8,0
qwen15,fp16,426,11,1
qwen15,fp16,429,13,1
qwen15,fp16,430,132,1
qwen15,fp16,432,30,1
qwen15,fp16,438,2,1
qwen15,fp16,439,21,0
qwen15,fp16,441,80,1
qwen15,fp16,443,131,0
qwen15,fp16,446,10,0
qwen15,fp16,447,5,1
qwen15,fp16,448,199,0
qwen15,fp16,452,50,1
qwen15,fp16,453,6400,1
qwen15,fp16,455,1920,1
qwen15,fp16,458,70.8,0
qwen15,fp16,459,2,1
qwen15,fp16,468,120,1
qwen15,fp16,469,4,1
qwen15,fp16,471,80,1
qwen15,fp16,474,80,1
qwen15,fp16,475,20,1
qwen15,fp16,482,26,1
qwen15,fp16,483,40,1
qwen15,fp16,484,240,1
qwen15,fp16,494,25,0
qwen15,fp16,496,50,0
qwen15,fp16,497,224,0
qwen15,fp16,498,40,1
qwen15,fp16,499,10,1
qwen15,fp16,502,41,0
qwen15,fp16,504,2,1
qwen15,fp16,506,144,1
qwen15,fp16,507,2,1
qwen15,fp16,508,105,0
qwen15,fp16,509,12,0
qwen15,fp16,513,300,1
qwen15,fp16,521,39,1
qwen15,fp16,527,120,0
qwen15,fp16,530,40,0
qwen15,fp16,534,15,0
qwen15,fp16,535,8,0
qwen15,fp16,536,8,1
qwen15,fp16,537,188,1
qwen15,fp16,538,18,1
qwen15,fp16,539,60,0
qwen15,fp16,542,7,1
qwen15,fp16,544,80,1
qwen15,fp16,546,65,0
qwen15,fp16,549,398,1
qwen15,fp16,550,18,0
qwen15,fp16,551,17,1
qwen15,fp16,553,92,1
qwen15,fp16,555,2,1
qwen15,fp16,560,45,1
qwen15,fp16,568,155,0
qwen15,fp16,574,37,1
qwen15,fp16,575,768,0
qwen15,fp16,579,7,1
qwen15,fp16,583,68,0
qwen15,fp16,587,30,1
qwen15,fp16,590,318,0
qwen15,fp16,592,1,1
qwen15,fp16,595,13,1
qwen15,fp16,599,48,1
qwen15,fp16,600,10,1
qwen15,fp16,601,99,0
